Order Date,Year,Month,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Margin,Customer Name,Segment
2015-09-03,2015,9,East,Technology,Phones,Classic Ivory Antique Telephone ZL1810,100.49,1,0.0,25.1225,0.25,Jennifer Braxton,Corporate
2017-03-26,2017,3,East,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",257.568,2,0.2,-28.9764,-0.11250000000000002,Gary McGarr,Consumer
2017-03-26,2017,3,East,Technology,Phones,Nokia Lumia 521 (T-Mobile),119.96,4,0.0,33.5888,0.28,Gary McGarr,Consumer
2014-11-12,2014,11,Central,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",49.632,4,0.2,4.9632,0.09999999999999999,Roy Französisch,Consumer
2016-10-13,2016,10,West,Furniture,Tables,Hon 5100 Series Wood Tables,727.45,5,0.5,-465.568,-0.6399999999999999,Noah Childs,Corporate
2016-10-13,2016,10,West,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",24.96,3,0.2,4.368,0.17500000000000002,Noah Childs,Corporate
2017-11-12,2017,11,East,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,370.782,3,0.4,-92.6955,-0.25,Nat Gilpin,Corporate
2017-04-15,2017,4,West,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",196.45,5,0.0,70.722,0.36,Adam Hart,Corporate
2015-06-25,2015,6,East,Office Supplies,Paper,Xerox 211,31.104,6,0.2,10.8864,0.35000000000000003,Cathy Hwang,Home Office
2015-06-25,2015,6,East,Office Supplies,Storage,Tennsco Industrial Shelving,78.256,2,0.2,-17.6076,-0.225,Cathy Hwang,Home Office
2016-08-26,2016,8,West,Office Supplies,Paper,Xerox 1931,6.48,1,0.0,3.1104,0.4799999999999999,Charles Crestani,Consumer
2014-07-21,2014,7,West,Office Supplies,Art,Newell 334,99.2,5,0.0,25.792,0.26,Michelle Ellison,Corporate
2014-07-21,2014,7,West,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2,0.2,50.098,0.0625,Michelle Ellison,Corporate
2014-07-21,2014,7,West,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",272.848,1,0.2,27.2848,0.09999999999999999,Michelle Ellison,Corporate
2017-11-21,2017,11,West,Furniture,Tables,Safco Drafting Table,70.98,1,0.0,20.5842,0.29,Benjamin Patterson,Consumer
2014-06-04,2014,6,East,Office Supplies,Paper,Easy-staple paper,16.224,2,0.2,5.8812,0.3625,Mark Packer,Home Office
2016-03-10,2016,3,East,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,176.784,1,0.2,-22.098,-0.125,Caroline Jumper,Consumer
2017-03-25,2017,3,Central,Technology,Phones,Panasonic KX-TG9471B,470.376,3,0.2,47.0376,0.1,John Castell,Consumer
2017-12-29,2017,12,West,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",393.568,4,0.2,-44.2764,-0.11250000000000002,James Galang,Consumer
2017-12-29,2017,12,West,Technology,Phones,Adtran 1202752G1,302.376,3,0.2,22.6782,0.07500000000000001,James Galang,Consumer
2017-03-28,2017,3,South,Office Supplies,Binders,Canvas Sectional Post Binders,68.742,9,0.7,-48.1194,-0.7,Cyma Kinney,Corporate
2015-03-05,2015,3,East,Office Supplies,Envelopes,Staple envelope,29.34,3,0.0,14.67,0.5,Luke Foster,Consumer
2015-03-05,2015,3,East,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",383.607,7,0.1,63.9345,0.16666666666666666,Luke Foster,Consumer
2015-03-05,2015,3,East,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4,4,0.0,67.608,0.12000000000000001,Luke Foster,Consumer
2016-11-13,2016,11,East,Office Supplies,Paper,White Computer Printout Paper by Universal,217.056,7,0.2,78.6828,0.3625,Chuck Clark,Home Office
2017-01-19,2017,1,Central,Office Supplies,Labels,Avery 510,6.0,2,0.2,2.1,0.35000000000000003,Dan Lawera,Consumer
2016-04-22,2016,4,West,Furniture,Furnishings,Ultra Door Pull Handle,31.56,3,0.0,10.4148,0.33,Paul Gonzalez,Consumer
2014-05-13,2014,5,South,Office Supplies,Fasteners,Staples,7.104,2,0.2,2.3976,0.3375,Erica Hernandez,Home Office
2014-05-13,2014,5,South,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,8,0.7,-331.96,-0.8333333333333334,Erica Hernandez,Home Office
2014-10-21,2014,10,East,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,121.792,4,0.2,13.7016,0.11249999999999999,Tracy Blumstein,Consumer
2014-10-21,2014,10,East,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",409.59,3,0.4,-122.877,-0.3,Tracy Blumstein,Consumer
2014-03-14,2014,3,West,Office Supplies,Paper,Xerox 1972,10.56,2,0.0,4.752,0.44999999999999996,Dean Katz,Corporate
2014-03-14,2014,3,West,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,3.38,1,0.0,1.2506,0.37,Dean Katz,Corporate
2017-12-22,2017,12,South,Office Supplies,Envelopes,Staple envelope,7.824,1,0.2,2.934,0.37500000000000006,Jeremy Pistek,Consumer
2016-11-24,2016,11,West,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",24.784,1,0.2,7.745,0.3125,Carol Darley,Consumer
2017-12-02,2017,12,South,Office Supplies,Art,Newell 309,34.65,3,0.0,10.395,0.3,Adam Shillingsburg,Consumer
2015-12-31,2015,12,West,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.984,2,0.2,152.495,0.3125,Jas O'Carroll,Consumer
2017-10-03,2017,10,Central,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,2,0.0,843.1706,0.47000000000000003,Amy Cox,Consumer
2014-08-29,2014,8,South,Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure,29.808,2,0.2,10.8054,0.36250000000000004,Ryan Akin,Consumer
2014-08-29,2014,8,South,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,505.176,4,0.7,-336.784,-0.6666666666666666,Ryan Akin,Consumer
2014-08-29,2014,8,South,Furniture,Tables,Balt Solid Wood Rectangular Table,174.0585,3,0.45,-110.7645,-0.6363636363636364,Ryan Akin,Consumer
2016-06-29,2016,6,South,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,191.88,6,0.0,19.188,0.09999999999999999,Corey-Lock,Consumer
2016-08-20,2016,8,Central,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",14.78,2,0.0,3.9906,0.27,Dianna Wilson,Home Office
2017-10-21,2017,10,West,Office Supplies,Paper,Xerox 218,5.184,1,0.2,1.8144,0.35,Damala Kotsonis,Corporate
2017-10-21,2017,10,West,Furniture,Chairs,Global Comet Stacking Armless Chair,478.48,2,0.2,47.848,0.09999999999999999,Damala Kotsonis,Corporate
2017-10-21,2017,10,West,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,28.4,2,0.2,6.745,0.23750000000000002,Damala Kotsonis,Corporate
2017-10-21,2017,10,Central,Office Supplies,Storage,SAFCO Boltless Steel Shelving,909.12,8,0.0,9.0912,0.01,Michael Dominguez,Corporate
2016-05-17,2016,5,South,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,2.952,2,0.7,-2.1648,-0.7333333333333334,Roy Phan,Corporate
2016-05-17,2016,5,South,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",27.018,6,0.7,-21.6144,-0.7999999999999999,Roy Phan,Corporate
2015-02-03,2015,2,West,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,136.92,4,0.0,41.076,0.30000000000000004,Rick Wilson,Corporate
2017-12-18,2017,12,East,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",18.96,2,0.0,8.532,0.44999999999999996,Duane Benoit,Consumer
2016-11-15,2016,11,West,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3,0.0,40.7499,0.41,Stewart Carmichael,Corporate
2017-07-03,2017,7,Central,Office Supplies,Paper,Xerox 1891,273.896,7,0.2,92.4399,0.33749999999999997,Frank Hawley,Corporate
2017-07-03,2017,7,Central,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,597.132,3,0.4,49.761,0.08333333333333334,Frank Hawley,Corporate
2014-01-15,2014,1,South,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,149.95,5,0.0,65.978,0.44,Erica Hackney,Consumer
2017-04-30,2017,4,South,Office Supplies,Labels,Avery 474,4.608,2,0.2,1.6704,0.36250000000000004,Ann Steele,Home Office
2017-04-30,2017,4,South,Office Supplies,Art,Staples in misc. colors,15.528,3,0.2,4.8525,0.3125,Ann Steele,Home Office
2017-04-30,2017,4,South,Office Supplies,Labels,Avery 499,11.952,3,0.2,3.8844,0.325,Ann Steele,Home Office
2015-11-08,2015,11,East,Office Supplies,Art,American Pencil,11.65,5,0.0,3.3785,0.29,Helen Abelman,Consumer
2015-10-30,2015,10,Central,Technology,Phones,Panasonic KX T7736-B Digital phone,299.9,2,0.0,74.975,0.25,Cathy Hwang,Home Office
2017-08-17,2017,8,East,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5,0.2,302.373,0.3375,Edward Hooks,Corporate
2017-08-17,2017,8,East,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,462.564,2,0.1,97.6524,0.2111111111111111,Edward Hooks,Corporate
2015-10-03,2015,10,East,Office Supplies,Storage,Staple magnet,15.008,2,0.2,1.5008,0.1,Mary Zewe,Corporate
2016-07-08,2016,7,Central,Technology,Phones,Cisco SPA 502G IP Phone,863.64,9,0.2,107.955,0.125,Scot Coram,Corporate
2016-07-08,2016,7,Central,Office Supplies,Art,Newell 345,47.616,3,0.2,3.5712,0.075,Scot Coram,Corporate
2017-12-05,2017,12,West,Office Supplies,Paper,Xerox 1960,92.94,3,0.0,41.823,0.45,Naresj Patel,Consumer
2017-03-09,2017,3,West,Technology,Accessories,Logitech Wireless Headset h800,199.98,2,0.0,69.993,0.35,Lindsay Williams,Corporate
2016-06-09,2016,6,West,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,0.2,19.9665,0.1125,Greg Matthias,Consumer
2017-11-28,2017,11,West,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.768,2,0.2,31.0688,0.35,Rick Hansen,Consumer
2017-03-16,2017,3,West,Office Supplies,Paper,Xerox 214,6.48,1,0.0,3.1104,0.4799999999999999,Valerie Mitchum,Home Office
2017-03-16,2017,3,West,Office Supplies,Storage,Safco Commercial Shelving,46.51,1,0.0,1.8604,0.04,Valerie Mitchum,Home Office
2017-03-16,2017,3,West,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.976,3,0.2,49.4982,0.075,Valerie Mitchum,Home Office
2016-11-27,2016,11,West,Technology,Phones,Motorola Moto X,271.992,1,0.2,23.7993,0.0875,Craig Carreira,Consumer
2017-08-06,2017,8,South,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,145.74,3,0.0,23.3184,0.16,Seth Vernon,Consumer
2017-08-06,2017,8,South,Furniture,Furnishings,Longer-Life Soft White Bulbs,15.4,5,0.0,7.392,0.48000000000000004,Seth Vernon,Consumer
2017-11-27,2017,11,West,Office Supplies,Paper,Tops White Computer Printout Paper,244.55,5,0.0,114.9385,0.47,Lindsay Williams,Corporate
2017-11-27,2017,11,West,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,166.16,8,0.0,59.8176,0.36,Lindsay Williams,Corporate
2015-05-25,2015,5,West,Furniture,Furnishings,Ultra Door Push Plate,14.73,3,0.0,4.8609,0.33,Nora Pelletier,Home Office
2016-07-08,2016,7,West,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,19.968,2,0.7,-13.312,-0.6666666666666666,Joe Elijah,Consumer
2016-07-08,2016,7,West,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33.488,7,0.2,-1.2558,-0.0375,Joe Elijah,Consumer
2016-07-08,2016,7,West,Office Supplies,Binders,Wilson Jones Active Use Binders,8.736,4,0.7,-6.1152,-0.7,Joe Elijah,Consumer
2016-07-08,2016,7,West,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3,0.2,74.574,0.1125,Joe Elijah,Consumer
2017-08-29,2017,8,Central,Office Supplies,Labels,Avery 505,47.36,4,0.2,17.76,0.37500000000000006,Cathy Prescott,Corporate
2017-08-29,2017,8,Central,Office Supplies,Storage,Advantus Rolling Storage Box,27.44,2,0.2,2.401,0.0875,Cathy Prescott,Corporate
2017-08-29,2017,8,Central,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,3.24,9,0.8,-5.184,-1.5999999999999999,Cathy Prescott,Corporate
2016-06-20,2016,6,Central,Technology,Accessories,Logitech Trackman Marble Mouse,95.968,4,0.2,26.3912,0.275,Erin Ashbrook,Corporate
2016-06-20,2016,6,Central,Office Supplies,Paper,Xerox 206,10.368,2,0.2,3.6288,0.35,Erin Ashbrook,Corporate
2017-09-02,2017,9,East,Office Supplies,Art,Newell 324,23.1,2,0.0,6.468,0.27999999999999997,Ann Chong,Corporate
2017-09-02,2017,9,East,Furniture,Furnishings,DAX Cubicle Frames - 8x10,11.54,2,0.0,3.462,0.30000000000000004,Ann Chong,Corporate
2017-09-02,2017,9,East,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,254.526,1,0.4,-93.3262,-0.36666666666666664,Ann Chong,Corporate
2017-09-02,2017,9,East,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,12.98,1,0.0,3.7642,0.29,Ann Chong,Corporate
2017-09-02,2017,9,East,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",26.432,8,0.2,8.9208,0.3375,Ann Chong,Corporate
2017-09-02,2017,9,East,Technology,Phones,Cisco SPA508G,197.97,3,0.0,57.4113,0.29,Ann Chong,Corporate
2017-09-02,2017,9,East,Office Supplies,Labels,Avery 518,18.9,6,0.0,9.072,0.48,Ann Chong,Corporate
2017-09-02,2017,9,East,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1282.41,5,0.1,213.735,0.16666666666666666,Ann Chong,Corporate
2017-09-02,2017,9,East,Office Supplies,Art,BIC Brite Liner Grip Highlighters,4.92,3,0.0,2.214,0.45,Ann Chong,Corporate
2017-09-02,2017,9,East,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,238.0,2,0.0,38.08,0.16,Ann Chong,Corporate
2017-09-02,2017,9,East,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,3,0.0,40.3128,0.24000000000000002,Ann Chong,Corporate
2017-09-02,2017,9,East,Office Supplies,Paper,Xerox 1962,17.12,4,0.0,7.704,0.44999999999999996,Ann Chong,Corporate
2017-09-10,2017,9,Central,Office Supplies,Binders,3M Organizer Strips,16.2,3,0.0,7.776,0.48,Robert Waldorf,Consumer
2017-09-10,2017,9,Central,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",33.99,3,0.0,14.6157,0.43,Robert Waldorf,Consumer
2017-09-10,2017,9,Central,Technology,Accessories,Logitech G105 Gaming Keyboard,296.85,5,0.0,53.433,0.18,Robert Waldorf,Consumer
2017-09-10,2017,9,Central,Technology,Accessories,Imation Clip USB flash drive - 8 GB,112.8,6,0.0,6.768,0.06,Robert Waldorf,Consumer
2017-09-10,2017,9,Central,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,13.71,3,0.0,6.5808,0.48,Robert Waldorf,Consumer
2017-09-10,2017,9,Central,Office Supplies,Paper,Xerox 1970,24.9,5,0.0,11.703,0.47000000000000003,Robert Waldorf,Consumer
2017-09-10,2017,9,Central,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,286.29,3,0.0,17.1774,0.05999999999999999,Robert Waldorf,Consumer
2017-09-10,2017,9,Central,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,24.18,2,0.0,7.254,0.3,Robert Waldorf,Consumer
2017-12-21,2017,12,East,Technology,Phones,Jabra SPEAK 410,281.97,3,0.0,78.9516,0.27999999999999997,Dean Braden,Consumer
2017-12-21,2017,12,East,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",69.5,5,0.0,20.155,0.29000000000000004,Dean Braden,Consumer
2017-12-21,2017,12,East,Office Supplies,Paper,Xerox 1913,166.44,3,0.0,79.8912,0.48,Dean Braden,Consumer
2017-09-23,2017,9,Central,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96,4,0.0,102.186,0.35000000000000003,Bill Donatelli,Consumer
2017-05-06,2017,5,Central,Office Supplies,Art,Blackstonian Pencils,6.408,3,0.2,0.6408,0.1,Max Ludwig,Home Office
2017-05-06,2017,5,Central,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,7,0.2,76.6395,0.18749999999999997,Max Ludwig,Home Office
2014-12-14,2014,12,Central,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,5.104,4,0.8,-8.6768,-1.7,Joy Daniels,Consumer
2014-12-14,2014,12,Central,Office Supplies,Fasteners,Assorted Color Push Pins,2.896,2,0.2,0.4706,0.1625,Joy Daniels,Consumer
2014-12-14,2014,12,Central,Technology,Accessories,Belkin Standard 104 key USB Keyboard,35.016,3,0.2,-2.1885,-0.0625,Joy Daniels,Consumer
2014-10-18,2014,10,South,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",275.97,3,0.0,11.0388,0.039999999999999994,Alan Schoenberger,Corporate
2014-10-18,2014,10,South,Technology,Phones,Avaya IP Phone 1140E VoIP phone,1394.95,5,0.0,362.687,0.26,Alan Schoenberger,Corporate
2014-10-18,2014,10,South,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",545.88,6,0.0,70.9644,0.13,Alan Schoenberger,Corporate
2015-05-08,2015,5,West,Office Supplies,Art,Newell 321,5.248,2,0.2,0.5904,0.1125,Allen Armold,Consumer
2016-04-14,2016,4,West,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,933.536,4,0.2,105.0228,0.11250000000000002,Kean Takahito,Consumer
2016-04-14,2016,4,West,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",42.976,4,0.2,4.2976,0.1,Kean Takahito,Consumer
2015-12-14,2015,12,South,Office Supplies,Binders,3-ring staple pack,3.76,2,0.0,1.8048,0.48000000000000004,Muhammed MacIntyre,Corporate
2014-12-03,2014,12,Central,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,479.96,4,0.0,134.3888,0.28,Nathan Gelder,Consumer
2014-11-25,2014,11,West,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,320.88,6,0.0,93.0552,0.29,Laurel Workman,Corporate
2014-11-25,2014,11,West,Furniture,Furnishings,Staple-based wall hangings,23.88,3,0.0,10.5072,0.44,Laurel Workman,Corporate
2014-11-25,2014,11,West,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",26.76,4,0.0,12.3096,0.45999999999999996,Laurel Workman,Corporate
2016-07-25,2016,7,East,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1439.976,4,0.4,191.9968,0.13333333333333333,Christy Brittain,Consumer
2015-11-09,2015,11,Central,Office Supplies,Binders,Binder Posts,17.22,3,0.0,7.9212,0.46,Adam Shillingsburg,Consumer
2015-11-09,2015,11,Central,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,1024.38,7,0.0,215.1198,0.20999999999999996,Adam Shillingsburg,Consumer
2015-11-09,2015,11,Central,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",26.22,3,0.0,12.3234,0.47,Adam Shillingsburg,Consumer
2015-11-09,2015,11,Central,Office Supplies,Paper,Xerox 1978,17.34,3,0.0,8.4966,0.49000000000000005,Adam Shillingsburg,Consumer
2017-02-24,2017,2,East,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",4.956,4,0.7,-3.7996,-0.7666666666666666,Christy Brittain,Consumer
2017-06-25,2017,6,West,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,71.04,6,0.2,26.64,0.375,Max Ludwig,Home Office
2017-06-25,2017,6,West,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",5.344,2,0.2,0.7348,0.13749999999999998,Max Ludwig,Home Office
2017-06-25,2017,6,West,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,11.304,3,0.2,-2.1195,-0.1875,Max Ludwig,Home Office
2017-12-02,2017,12,Central,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,294.62,5,0.8,-766.012,-2.5999999999999996,Joy Smith,Consumer
2017-12-02,2017,12,Central,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,8.752,4,0.6,-3.7196,-0.42499999999999993,Joy Smith,Consumer
2014-02-06,2014,2,South,Office Supplies,Labels,Avery 480,15.0,4,0.0,7.2,0.48000000000000004,Neil Ducich,Corporate
2014-02-06,2014,2,South,Technology,Phones,Aastra 57i VoIP phone,161.61,1,0.0,42.0186,0.25999999999999995,Neil Ducich,Corporate
2014-02-06,2014,2,South,Technology,Phones,AT&T CL82213,144.95,5,0.0,42.0355,0.29000000000000004,Neil Ducich,Corporate
2017-04-11,2017,4,West,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,5,0.0,21.9945,0.11,Luke Weiss,Consumer
2017-04-11,2017,4,West,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",41.86,7,0.0,14.2324,0.34,Luke Weiss,Consumer
2017-12-25,2017,12,South,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,3,0.0,9.594,0.09999999999999999,Joni Wasserman,Consumer
2017-12-25,2017,12,South,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",304.45,5,0.0,76.1125,0.25,Joni Wasserman,Consumer
2017-04-11,2017,4,Central,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11.364,3,0.8,-17.046,-1.4999999999999998,Sample Company A,Home Office
2014-12-31,2014,12,Central,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",29.68,7,0.0,11.5752,0.39,Rob Williams,Corporate
2014-12-31,2014,12,Central,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,47.53,7,0.0,16.1602,0.33999999999999997,Rob Williams,Corporate
2017-08-03,2017,8,Central,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",183.372,2,0.3,-36.6744,-0.19999999999999998,Charlotte Melton,Consumer
2014-11-15,2014,11,South,Office Supplies,Art,Newell 310,4.224,3,0.2,0.4752,0.1125,Jamie Frazer,Consumer
2014-11-15,2014,11,South,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",333.056,2,0.2,29.1424,0.0875,Jamie Frazer,Consumer
2014-11-15,2014,11,South,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",24.896,4,0.2,7.78,0.3125,Jamie Frazer,Consumer
2015-12-11,2015,12,Central,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,159.984,2,0.2,35.9964,0.225,Stuart Calhoun,Consumer
2015-12-11,2015,12,Central,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,46.344,3,0.2,4.6344,0.1,Stuart Calhoun,Consumer
2016-09-18,2016,9,South,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,350.98,1,0.0,84.2352,0.24,Anne McFarland,Consumer
2016-09-18,2016,9,South,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,13.08,2,0.0,6.0168,0.45999999999999996,Anne McFarland,Consumer
2016-09-18,2016,9,South,Office Supplies,Storage,Tennsco Double-Tier Lockers,900.08,4,0.0,117.0104,0.13,Anne McFarland,Consumer
2015-03-19,2015,3,West,Office Supplies,Binders,GBC Imprintable Covers,17.568,2,0.2,6.3684,0.3625,Berenike Kampe,Consumer
2015-03-19,2015,3,West,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,14.62,2,0.0,6.8714,0.47000000000000003,Berenike Kampe,Consumer
2015-03-19,2015,3,West,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,33.36,4,0.0,8.6736,0.26,Berenike Kampe,Consumer
2015-03-19,2015,3,West,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",40.14,6,0.0,19.6686,0.49000000000000005,Berenike Kampe,Consumer
2016-09-19,2016,9,East,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",1606.23,9,0.0,481.869,0.3,Rick Huthwaite,Home Office
2016-09-19,2016,9,East,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17.04,3,0.0,7.668,0.45,Rick Huthwaite,Home Office
2016-09-19,2016,9,East,Office Supplies,Binders,JM Magazine Binder,49.53,3,0.0,23.7744,0.48,Rick Huthwaite,Home Office
2016-09-19,2016,9,East,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872.32,4,0.0,244.2496,0.27999999999999997,Rick Huthwaite,Home Office
2017-08-20,2017,8,West,Office Supplies,Binders,GBC Recycled Regency Composition Covers,239.12,5,0.2,77.714,0.325,Gene McClure,Consumer
2015-03-13,2015,3,West,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,2,0.0,39.7488,0.28,Marc Crier,Consumer
2016-09-08,2016,9,West,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",33.024,2,0.2,11.5584,0.35000000000000003,Valerie Mitchum,Home Office
2016-09-08,2016,9,West,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,67.136,4,0.2,23.4976,0.35,Valerie Mitchum,Home Office
2015-11-26,2015,11,East,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",14.73,3,0.0,6.9231,0.47,Guy Phonely,Corporate
2015-11-26,2015,11,East,Office Supplies,Storage,"Tennsco Lockers, Sand",104.9,5,0.0,25.176,0.23999999999999996,Guy Phonely,Corporate
2015-11-26,2015,11,East,Office Supplies,Binders,Aluminum Screw Posts,61.04,4,0.0,30.52,0.5,Guy Phonely,Corporate
2015-11-26,2015,11,East,Office Supplies,Paper,Loose Memo Sheets,10.95,3,0.0,5.1465,0.47,Guy Phonely,Corporate
2016-12-09,2016,12,Central,Office Supplies,Paper,Things To Do Today Pad,9.392,2,0.2,3.2872,0.35000000000000003,George Bell,Corporate
2016-12-09,2016,12,Central,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328,1,0.2,0.8162,0.08750000000000001,George Bell,Corporate
